Gene_UniProt,Ensembl,Gene_description,UniProt_protein,MIM_Number,Gene_HGNC,Entrez Gene ID,Main_location,Additional_location,Extracellular_location,GO_id
CHST2,ENSG00000175040,Carbohydrate sulfotransferase 2,Q9Y4C5,603798.0,CHST2,9435.0,Golgi apparatus,Cytosol;Nucleoplasm,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
ZDHHC14,ENSG00000175048,Zinc finger DHHC-type palmitoyltransferase 14,Q8IZN3,619295.0,ZDHHC14,79683.0,Vesicles,,,Vesicles (GO:0043231)
ATR,ENSG00000175054,ATR serine/threonine kinase,Q13535,601215.0,ATR,545.0,Nucleoplasm,Golgi apparatus,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
UBE2C,ENSG00000175063,Ubiquitin conjugating enzyme E2 C,O00762,605574.0,UBE2C,11065.0,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
DSG4,ENSG00000175065,Desmoglein 4,Q86SJ6,607892.0,DSG4,147409.0,,,,
GK5,ENSG00000175066,Glycerol kinase 5,Q6ZS86,620801.0,GK5,256356.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
VCPIP1,ENSG00000175073,Valosin containing protein interacting protein 1,Q96JH7,611745.0,VCPIP1,80124.0,Plasma membrane,Centrosome;Cytosol,,Centrosome (GO:0005813);Cytosol (GO:0005829);Plasma membrane (GO:0005886)
RTP1,ENSG00000175077,Receptor transporter protein 1,P59025,609137.0,RTP1,132112.0,,,,
DES,ENSG00000175084,Desmin,P17661,125660.0,DES,1674.0,Intermediate filaments,,,Intermediate filaments (GO:0045111)
PDIK1L,ENSG00000175087,PDLIM1 interacting kinase 1 like,Q8N165,610785.0,PDIK1L,149420.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
SPSB4,ENSG00000175093,SplA/ryanodine receptor domain and SOCS box containing 4,Q96A44,611660.0,SPSB4,92369.0,Golgi apparatus;Nucleoplasm,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
RAG2,ENSG00000175097,Recombination activating 2,P55895,179616.0,RAG2,5897.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
TRAF6,ENSG00000175104,TNF receptor associated factor 6,Q9Y4K3,602355.0,TRAF6,7189.0,Mitochondria,Nucleoli,,Mitochondria (GO:0005739);Nucleoli (GO:0005730)
ZNF654,ENSG00000175105,Zinc finger protein 654,Q8IZM8,,ZNF654,55279.0,Microtubules,Cytokinetic bridge;Mitotic spindle;Nucleoplasm,,Cytokinetic bridge (GO:0045171);Microtubules (GO:0015630);Mitotic spindle (GO:0072686);Nucleoplasm (GO:0005654)
TVP23C,ENSG00000175106,Trans-golgi network vesicle protein 23 homolog C,Q96ET8,,TVP23C,201158.0,Golgi apparatus,,,Golgi apparatus (GO:0005794)
MRPS22,ENSG00000175110,Mitochondrial ribosomal protein S22,P82650,605810.0,MRPS22,56945.0,Mitochondria,,,Mitochondria (GO:0005739)
PACS1,ENSG00000175115,Phosphofurin acidic cluster sorting protein 1,Q6VY07,607492.0,PACS1,55690.0,Plasma membrane,Vesicles,,Plasma membrane (GO:0005886);Vesicles (GO:0043231)
WFDC5,ENSG00000175121,WAP four-disulfide core domain 5,Q8TCV5,605161.0,WFDC5,149708.0,,,,
MARCKSL1,ENSG00000175130,MARCKS like 1,P49006,602940.0,MARCKSL1,65108.0,Cytosol,Actin filaments;Nucleoplasm,,Actin filaments (GO:0015629);Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
SH3BP5L,ENSG00000175137,SH3 binding domain protein 5 like,Q7L8J4,620652.0,SH3BP5L,80851.0,Golgi apparatus;Nucleoplasm;Vesicles,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
YPEL2,ENSG00000175155,Yippee like 2,Q96QA6,609723.0,YPEL2,388403.0,,,,
CADM2,ENSG00000175161,Cell adhesion molecule 2,Q8N3J6,609938.0,CADM2,253559.0,,,,
PSMD2,ENSG00000175166,"Proteasome 26S subunit ubiquitin receptor, non-ATPase 2",Q13200,606223.0,PSMD2,5708.0,Centriolar satellite;Cytosol;Flagellar centriole,Cytokinetic bridge;Nucleoplasm,,Centriolar satellite (GO:0034451);Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);Flagellar centriole ();Nucleoplasm (GO:0005654)
PPM1E,ENSG00000175175,"Protein phosphatase, Mg2+/Mn2+ dependent 1E",Q8WY54,619308.0,PPM1E,22843.0,Nucleoli,Nucleoplasm,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
FAM131A,ENSG00000175182,Family with sequence similarity 131 member A,Q6UXB0,,FAM131A,131408.0,Nucleoli rim,Mitotic chromosome,,Mitotic chromosome (GO:0005694);Nucleoli rim (GO:0005730)
CSRP2,ENSG00000175183,Cysteine and glycine rich protein 2,Q16527,601871.0,CSRP2,1466.0,,,,
INHBC,ENSG00000175189,Inhibin subunit beta C,P55103,601233.0,INHBC,3626.0,Cytosol,,Predicted to be secreted,Cytosol (GO:0005829)
PARL,ENSG00000175193,Presenilin associated rhomboid like,Q9H300,607858.0,PARL,55486.0,Mitochondria,,,Mitochondria (GO:0005739)
DDIT3,ENSG00000175197,DNA damage inducible transcript 3,P35638,126337.0,DDIT3,1649.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
PCCA,ENSG00000175198,Propionyl-CoA carboxylase subunit alpha,P05165,232000.0,PCCA,5095.0,Mitochondria,,,Mitochondria (GO:0005739)
HIGD2B,ENSG00000175202,HIG1 hypoxia inducible domain family member 2B,Q4VC39,,HIGD2B,123346.0,Mitochondria,Cytosol,,Cytosol (GO:0005829);Mitochondria (GO:0005739)
DCTN2,ENSG00000175203,Dynactin subunit 2,Q13561,607376.0,DCTN2,10540.0,Centrosome;End piece;Mid piece;Principal piece,Basal body;Connecting piece;Cytosol,,Basal body (GO:0036064);Centrosome (GO:0005813);Connecting piece ();Cytosol (GO:0005829);End piece ();Mid piece ();Principal piece ()
NPPA,ENSG00000175206,Natriuretic peptide A,P01160,108780.0,NPPA,4878.0,,,,
ZNF408,ENSG00000175213,Zinc finger protein 408,Q9H9D4,616454.0,ZNF408,79797.0,Centriolar satellite;Cytosol,,,Centriolar satellite (GO:0034451);Cytosol (GO:0005829)
CTDSP2,ENSG00000175215,CTD small phosphatase 2,O14595,608711.0,CTDSP2,10106.0,Nucleoplasm,Mitochondria,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
CKAP5,ENSG00000175216,Cytoskeleton associated protein 5,Q14008,611142.0,CKAP5,9793.0,Basal body;Centrosome,Mitotic spindle;Nucleoli;Nucleoli rim;Plasma membrane;Primary cilium,,Basal body (GO:0036064);Centrosome (GO:0005813);Mitotic spindle (GO:0072686);Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Plasma membrane (GO:0005886);Primary cilium (GO:0005929)
ARHGAP1,ENSG00000175220,Rho GTPase activating protein 1,Q07960,602732.0,ARHGAP1,392.0,Cytosol,Primary cilium;Vesicles,,Cytosol (GO:0005829);Primary cilium (GO:0005929);Vesicles (GO:0043231)
MED16,ENSG00000175221,Mediator complex subunit 16,Q9Y2X0,604062.0,MED16,10025.0,Nucleoli,,,Nucleoli (GO:0005730)
ATG13,ENSG00000175224,Autophagy related 13,O75143,615088.0,ATG13,9776.0,Cytosol,Nucleoplasm;Plasma membrane,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
GAL3ST3,ENSG00000175229,Galactose-3-O-sulfotransferase 3,Q96A11,608234.0,GAL3ST3,89792.0,,,,
CHST1,ENSG00000175264,Carbohydrate sulfotransferase 1,O43916,603797.0,CHST1,8534.0,Mitochondria,Nucleoli,,Mitochondria (GO:0005739);Nucleoli (GO:0005730)
GOLGA8A,ENSG00000175265,Golgin A8 family member A,A7E2F4,616180.0,GOLGA8A,23015.0,Golgi apparatus,Cytosol,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
VWA3A,ENSG00000175267,Von Willebrand factor A domain containing 3A,A6NCI4,,VWA3A,146177.0,,,,
TP53I11,ENSG00000175274,Tumor protein p53 inducible protein 11,O14683,617867.0,TP53I11,9537.0,Endoplasmic reticulum;Golgi apparatus,Acrosome;Principal piece,,Acrosome ();Endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794);Principal piece ()
CENPS,ENSG00000175279,Centromere protein S,Q8N2Z9,609130.0,CENPS,378708.0,,,,
DOLK,ENSG00000175283,Dolichol kinase,Q9UPQ8,610746.0,DOLK,22845.0,Nucleoli;Nucleoplasm,Cytosol,,Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
PHYHD1,ENSG00000175287,Phytanoyl-CoA dioxygenase domain containing 1,Q5SRE7,620042.0,PHYHD1,254295.0,Nuclear speckles,,,Nuclear speckles (GO:0016607)
CATSPER1,ENSG00000175294,Cation channel sperm associated 1,Q8NEC5,606389.0,CATSPER1,117144.0,Principal piece,,,Principal piece ()
CCNE2,ENSG00000175305,Cyclin E2,O96020,603775.0,CCNE2,9134.0,,,,
PHYKPL,ENSG00000175309,5-phosphohydroxy-L-lysine phospho-lyase,Q8IUZ5,614683.0,PHYKPL,85007.0,Mitochondria,,,Mitochondria (GO:0005739)
ANKS4B,ENSG00000175311,Ankyrin repeat and sterile alpha motif domain containing 4B,Q8N8V4,609901.0,ANKS4B,257629.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
CST6,ENSG00000175315,Cystatin E/M,Q15828,601891.0,CST6,1474.0,Plasma membrane,Cytosol,Predicted to be secreted,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
GRAMD2A,ENSG00000175318,GRAM domain containing 2A,Q8IUY3,620181.0,GRAMD2A,196996.0,Nuclear speckles;Nucleoli,Cytosol,,Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Nucleoli (GO:0005730)
ZNF519,ENSG00000175322,Zinc finger protein 519,Q8TB69,,ZNF519,162655.0,Nucleoli,,,Nucleoli (GO:0005730)
LSM1,ENSG00000175324,"LSM1 homolog, mRNA degradation associated",O15116,607281.0,LSM1,27257.0,Cytoplasmic bodies,Cytosol,,Cytoplasmic bodies (GO:0036464);Cytosol (GO:0005829)
PROP1,ENSG00000175325,PROP paired-like homeobox 1,O75360,601538.0,PROP1,5626.0,,,,
ISX,ENSG00000175329,Intestine specific homeobox,Q2M1V0,612019.0,ISX,91464.0,Nucleoplasm,Nuclear bodies,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
BANF1,ENSG00000175334,BAF nuclear assembly factor 1,O75531,603811.0,BANF1,8815.0,Nucleoplasm,Cytosol,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
APOF,ENSG00000175336,Apolipoprotein F,Q13790,107760.0,APOF,319.0,,,,
CHRNA7,ENSG00000175344,Cholinergic receptor nicotinic alpha 7 subunit,P36544,118511.0,CHRNA7,1139.0,,,,
TMEM9B,ENSG00000175348,TMEM9 domain family member B,Q9NQ34,620293.0,TMEM9B,56674.0,,,,
NRIP3,ENSG00000175352,Nuclear receptor interacting protein 3,Q9NQ35,613125.0,NRIP3,56675.0,Cytosol,,,Cytosol (GO:0005829)
PTPN2,ENSG00000175354,Protein tyrosine phosphatase non-receptor type 2,P17706,176887.0,PTPN2,5771.0,Nucleoplasm,Cytosol,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
SCUBE2,ENSG00000175356,"Signal peptide, CUB domain and EGF like domain containing 2",Q9NQ36,611747.0,SCUBE2,57758.0,,,,
EIF1AD,ENSG00000175376,Eukaryotic translation initiation factor 1A domain containing,Q8N9N8,618473.0,EIF1AD,84285.0,Nucleoplasm;Vesicles,Cytosol,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231)
SMAD2,ENSG00000175387,SMAD family member 2,Q15796,601366.0,SMAD2,4087.0,Nucleoli;Nucleoplasm,Cytosol;Primary cilium transition zone;Vesicles,,Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654);Primary cilium transition zone ();Vesicles (GO:0043231)
EIF3F,ENSG00000175390,Eukaryotic translation initiation factor 3 subunit F,O00303,603914.0,EIF3F,8665.0,,,,
ZNF25,ENSG00000175395,Zinc finger protein 25,P17030,194528.0,ZNF25,219749.0,Golgi apparatus;Nucleoplasm,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654)
OR10P1,ENSG00000175398,Olfactory receptor family 10 subfamily P member 1,Q8NGE3,,OR10P1,121130.0,Plasma membrane,,,Plasma membrane (GO:0005886)
ARL10,ENSG00000175414,ADP ribosylation factor like GTPase 10,Q8N8L6,,ARL10,285598.0,,,,
CLTB,ENSG00000175416,Clathrin light chain B,P09497,118970.0,CLTB,1212.0,Vesicles,Cytosol;Plasma membrane,,Cytosol (GO:0005829);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
PCSK1,ENSG00000175426,Proprotein convertase subtilisin/kexin type 1,P29120,162150.0,PCSK1,5122.0,,,,
LPL,ENSG00000175445,Lipoprotein lipase,P06858,609708.0,LPL,4023.0,Vesicles,,Predicted to be secreted,Vesicles (GO:0043231)
RFESD,ENSG00000175449,Rieske Fe-S domain containing,Q8TAC1,,RFESD,317671.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
CCDC14,ENSG00000175455,Coiled-coil domain containing 14,Q49A88,617147.0,CCDC14,64770.0,Centriolar satellite,Basal body;Microtubules;Primary cilium,,Basal body (GO:0036064);Centriolar satellite (GO:0034451);Microtubules (GO:0015630);Primary cilium (GO:0005929)
TBC1D10C,ENSG00000175463,TBC1 domain family member 10C,Q8IV04,610831.0,TBC1D10C,374403.0,Nuclear bodies,,,Nuclear bodies (GO:0016604)
SART1,ENSG00000175467,"Spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",O43290,605941.0,SART1,9092.0,Nuclear speckles,Golgi apparatus,,Golgi apparatus (GO:0005794);Nuclear speckles (GO:0016607)
PPP2R2D,ENSG00000175470,Protein phosphatase 2 regulatory subunit Bdelta,Q66LE6,613992.0,PPP2R2D,55844.0,Cytosol,,,Cytosol (GO:0005829)
MCTP1,ENSG00000175471,Multiple C2 and transmembrane domain containing 1,Q6DN14,616296.0,MCTP1,79772.0,Golgi apparatus,,,Golgi apparatus (GO:0005794)
POLD4,ENSG00000175482,"DNA polymerase delta 4, accessory subunit",Q9HCU8,611525.0,POLD4,57804.0,Centriolar satellite,,,Centriolar satellite (GO:0034451)
OR52W1,ENSG00000175485,Olfactory receptor family 52 subfamily W member 1,Q6IF63,,OR52W1,120787.0,,,,
LRRC25,ENSG00000175489,Leucine rich repeat containing 25,Q8N386,607518.0,LRRC25,126364.0,Cytosol;Endoplasmic reticulum;Microtubules,,,Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Microtubules (GO:0015630)
DPP10,ENSG00000175497,Dipeptidyl peptidase like 10,Q8N608,608209.0,DPP10,57628.0,,,,
CLCF1,ENSG00000175505,Cardiotrophin like cytokine factor 1,Q9UBD9,607672.0,CLCF1,23529.0,Nuclear bodies;Vesicles,,Predicted to be secreted,Nuclear bodies (GO:0016604);Vesicles (GO:0043231)
TSGA10IP,ENSG00000175513,Testis specific 10 interacting protein,Q3SY00,,TSGA10IP,254187.0,Mid piece,,,Mid piece ()
GPR152,ENSG00000175514,G protein-coupled receptor 152,Q8TDT2,,GPR152,390212.0,,,,
UBQLNL,ENSG00000175518,Ubiquilin like,Q8IYU4,,UBQLNL,143630.0,,,,
UBQLN3,ENSG00000175520,Ubiquilin 3,Q9H347,605473.0,UBQLN3,50613.0,,,,
PNLIP,ENSG00000175535,Pancreatic lipase,P16233,246600.0,PNLIP,5406.0,,,,
LIPT2,ENSG00000175536,Lipoyl(octanoyl) transferase 2,A6NK58,617659.0,LIPT2,387787.0,,,,
KCNE3,ENSG00000175538,Potassium voltage-gated channel subfamily E regulatory subunit 3,Q9Y6H6,604433.0,KCNE3,10008.0,Plasma membrane,,,Plasma membrane (GO:0005886)
CABP4,ENSG00000175544,Calcium binding protein 4,P57796,608965.0,CABP4,57010.0,,,,
ALG10B,ENSG00000175548,"ALG10 alpha-1,2-glucosyltransferase B",Q5I7T1,603313.0,ALG10B,144245.0,Endoplasmic reticulum,,,Endoplasmic reticulum (GO:0005783)
DRAP1,ENSG00000175550,DR1 associated protein 1,Q14919,602289.0,DRAP1,10589.0,Cytosol,,,Cytosol (GO:0005829)
LONRF3,ENSG00000175556,LON peptidase N-terminal domain and ring finger 3,Q496Y0,,LONRF3,79836.0,Nucleoplasm,Plasma membrane,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
UCP3,ENSG00000175564,Uncoupling protein 3,P55916,602044.0,UCP3,7352.0,Cytosol;Nucleoplasm,Plasma membrane,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
UCP2,ENSG00000175567,Uncoupling protein 2,P55851,601693.0,UCP2,7351.0,Mitochondria,,,Mitochondria (GO:0005739)
C11orf68,ENSG00000175573,Chromosome 11 open reading frame 68,Q9H3H3,,C11orf68,83638.0,Nucleoli;Nucleoplasm,Nucleoli rim,,Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654)
PAAF1,ENSG00000175575,Proteasomal ATPase associated factor 1,Q9BRP4,619772.0,PAAF1,80227.0,Nucleoplasm,Cytosol,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
MRPL48,ENSG00000175581,Mitochondrial ribosomal protein L48,Q96GC5,611853.0,MRPL48,51642.0,Mitochondria,,,Mitochondria (GO:0005739)
RAB6A,ENSG00000175582,"RAB6A, member RAS oncogene family",P20340,179513.0,RAB6A,5870.0,Golgi apparatus,Basal body,,Basal body (GO:0036064);Golgi apparatus (GO:0005794)
P2RY2,ENSG00000175591,Purinergic receptor P2Y2,P41231,600041.0,P2RY2,5029.0,Cytosol,,,Cytosol (GO:0005829)
FOSL1,ENSG00000175592,"FOS like 1, AP-1 transcription factor subunit",P15407,136515.0,FOSL1,8061.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
ERCC4,ENSG00000175595,"ERCC excision repair 4, endonuclease catalytic subunit",Q92889,133520.0,ERCC4,2072.0,Nuclear bodies;Nucleoplasm,Plasma membrane,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886)
SUGCT,ENSG00000175600,Succinyl-CoA:glutarate-CoA transferase,Q9HAC7,609187.0,SUGCT,79783.0,Microtubules;Primary cilium,Basal body;Mitotic spindle,,Basal body (GO:0036064);Microtubules (GO:0015630);Mitotic spindle (GO:0072686);Primary cilium (GO:0005929)
CCDC85B,ENSG00000175602,Coiled-coil domain containing 85B,Q15834,605360.0,CCDC85B,11007.0,,,,
TMEM70,ENSG00000175606,Transmembrane protein 70,Q9BUB7,612418.0,TMEM70,54968.0,Mitochondria,Nucleoplasm,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
OR4B1,ENSG00000175619,Olfactory receptor family 4 subfamily B member 1,Q8NGF8,,OR4B1,119765.0,,,,
RPS6KB2,ENSG00000175634,Ribosomal protein S6 kinase B2,Q9UBS0,608939.0,RPS6KB2,6199.0,Cytosol,,,Cytosol (GO:0005829)
RMI2,ENSG00000175643,RecQ mediated genome instability 2,Q96E14,612426.0,RMI2,116028.0,Nuclear speckles,Cytosol,,Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
PRM1,ENSG00000175646,Protamine 1,P04553,182880.0,PRM1,5619.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
TOM1L2,ENSG00000175662,Target of myb1 like 2 membrane trafficking protein,Q6ZVM7,615519.0,TOM1L2,146691.0,Basal body;Microtubules;Primary cilium;Vesicles,,,Basal body (GO:0036064);Microtubules (GO:0015630);Primary cilium (GO:0005929);Vesicles (GO:0043231)
TEX26,ENSG00000175664,Testis expressed 26,Q8N6G2,,TEX26,122046.0,Golgi apparatus,,,Golgi apparatus (GO:0005794)
ZNF77,ENSG00000175691,Zinc finger protein 77,Q15935,194551.0,ZNF77,58492.0,Nucleoli;Nucleoplasm,,,Nucleoli (GO:0005730);Nucleoplasm (GO:0005654)
GPR156,ENSG00000175697,G protein-coupled receptor 156,Q8NFN8,610464.0,GPR156,165829.0,Plasma membrane,,,Plasma membrane (GO:0005886)
MTLN,ENSG00000175701,Mitoregulin,Q8NCU8,620770.0,MTLN,205251.0,,,,
KDF1,ENSG00000175707,Keratinocyte differentiation factor 1,Q8NAX2,616758.0,KDF1,126695.0,Plasma membrane,Cytosol,,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
B3GNTL1,ENSG00000175711,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1",Q67FW5,615337.0,B3GNTL1,146712.0,Nucleoli;Nucleoli fibrillar center,Vesicles,,Nucleoli (GO:0005730);Nucleoli fibrillar center (GO:0001650);Vesicles (GO:0043231)
RBMXL3,ENSG00000175718,RBMX like 3,Q8N7X1,,RBMXL3,139804.0,,,,
MLXIP,ENSG00000175727,MLX interacting protein,Q9HAP2,608090.0,MLXIP,22877.0,,,,
NR2F1,ENSG00000175745,Nuclear receptor subfamily 2 group F member 1,P10589,132890.0,NR2F1,7025.0,Nucleoplasm,Cytosol,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
AURKAIP1,ENSG00000175756,Aurora kinase A interacting protein 1,Q9NWT8,609183.0,AURKAIP1,54998.0,Mitochondria;Nucleoplasm,,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
TTLL11,ENSG00000175764,Tubulin tyrosine ligase like 11,Q8NHH1,620694.0,TTLL11,158135.0,,,,
EIF4E1B,ENSG00000175766,Eukaryotic translation initiation factor 4E family member 1B,A6NMX2,,EIF4E1B,253314.0,,,,
TOMM5,ENSG00000175768,Translocase of outer mitochondrial membrane 5,Q8N4H5,616169.0,TOMM5,401505.0,Mitochondria,,,Mitochondria (GO:0005739)
SLC35E3,ENSG00000175782,Solute carrier family 35 member E3,Q7Z769,620355.0,SLC35E3,55508.0,,,,
PRIMA1,ENSG00000175785,Proline rich membrane anchor 1,Q86XR5,613851.0,PRIMA1,145270.0,Plasma membrane,Cytosol;Nucleoli,,Cytosol (GO:0005829);Nucleoli (GO:0005730);Plasma membrane (GO:0005886)
ZNF169,ENSG00000175787,Zinc finger protein 169,Q14929,603404.0,ZNF169,169841.0,Nuclear speckles,Cytosol,,Cytosol (GO:0005829);Nuclear speckles (GO:0016607)
RUVBL1,ENSG00000175792,RuvB like AAA ATPase 1,Q9Y265,603449.0,RUVBL1,8607.0,Nuclear speckles;Nucleoplasm,Basal body;Cytosol,,Basal body (GO:0036064);Cytosol (GO:0005829);Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654)
SFN,ENSG00000175793,Stratifin,P31947,601290.0,SFN,2810.0,Cytosol,Mid piece,Predicted to be secreted,Cytosol (GO:0005829);Mid piece ()
MSRA,ENSG00000175806,Methionine sulfoxide reductase A,Q9UJ68,601250.0,MSRA,4482.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
CBLL2,ENSG00000175809,Cbl proto-oncogene like 2,Q8N7E2,,CBLL2,158506.0,,,,
CCDC168,ENSG00000175820,Coiled-coil domain containing 168,Q8NDH2,,CCDC168,643677.0,Plasma membrane,,,Plasma membrane (GO:0005886)
CTDNEP1,ENSG00000175826,CTD nuclear envelope phosphatase 1,O95476,610684.0,CTDNEP1,23399.0,Lipid droplets,,,Lipid droplets (GO:0005811)
ETV4,ENSG00000175832,ETS variant transcription factor 4,P43268,600711.0,ETV4,2118.0,Nucleoli rim,Mitotic chromosome,,Mitotic chromosome (GO:0005694);Nucleoli rim (GO:0005730)
GAPT,ENSG00000175857,"GRB2 binding adaptor protein, transmembrane",Q8N292,620440.0,GAPT,202309.0,Plasma membrane,Golgi apparatus;Vesicles,,Golgi apparatus (GO:0005794);Plasma membrane (GO:0005886);Vesicles (GO:0043231)
BAIAP2,ENSG00000175866,BAR/IMD domain containing adaptor protein 2,Q9UQB8,605475.0,BAIAP2,10458.0,Cytosol;Plasma membrane,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886)
CALCB,ENSG00000175868,Calcitonin related polypeptide beta,P10092,114160.0,CALCB,797.0,,,,
CREG2,ENSG00000175874,Cellular repressor of E1A stimulated genes 2,Q8IUH2,618540.0,CREG2,200407.0,,,,
TMEM270,ENSG00000175877,Transmembrane protein 270,Q6UE05,612547.0,TMEM270,135886.0,Vesicles,,,Vesicles (GO:0043231)
HOXD8,ENSG00000175879,Homeobox D8,P13378,142985.0,HOXD8,3234.0,,,,
ZDHHC21,ENSG00000175893,Zinc finger DHHC-type palmitoyltransferase 21,Q8IVQ6,614605.0,ZDHHC21,340481.0,Cytosol;Golgi apparatus,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794)
TSPEAR,ENSG00000175894,Thrombospondin type laminin G domain and EAR repeats,Q8WU66,612920.0,TSPEAR,54084.0,,,,
PLEKHF2,ENSG00000175895,Pleckstrin homology and FYVE domain containing 2,Q9H8W4,615208.0,PLEKHF2,79666.0,,,,
A2M,ENSG00000175899,Alpha-2-macroglobulin,P01023,103950.0,A2M,2.0,,,,
ARL4D,ENSG00000175906,ADP ribosylation factor like GTPase 4D,P49703,600732.0,ARL4D,379.0,Vesicles,Golgi apparatus,,Golgi apparatus (GO:0005794);Vesicles (GO:0043231)
DOK7,ENSG00000175920,Docking protein 7,Q18PE1,610285.0,DOK7,285489.0,Nucleoplasm,Mitochondria,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654)
LRRN1,ENSG00000175928,Leucine rich repeat neuronal 1,Q6UXK5,619623.0,LRRN1,57633.0,Basal body;Endoplasmic reticulum,Centriolar satellite;Golgi apparatus,,Basal body (GO:0036064);Centriolar satellite (GO:0034451);Endoplasmic reticulum (GO:0005783);Golgi apparatus (GO:0005794)
UBE2O,ENSG00000175931,Ubiquitin conjugating enzyme E2 O,Q9C0C9,617649.0,UBE2O,63893.0,Nuclear bodies,Nucleoplasm,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654)
ORAI3,ENSG00000175938,ORAI calcium release-activated calcium modulator 3,Q9BRQ5,610930.0,ORAI3,93129.0,Cytosol;Nucleoplasm,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
KLHL38,ENSG00000175946,Kelch like family member 38,Q2WGJ6,,KLHL38,340359.0,Nucleoplasm,Cytosol,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654)
UNC119B,ENSG00000175970,Unc-119 lipid binding chaperone B,A6NIH7,620513.0,UNC119B,84747.0,Annulus;Cytokinetic bridge;Cytosol;Flagellar centriole;Mitotic spindle,End piece;Mid piece;Principal piece,,Annulus ();Cytokinetic bridge (GO:0045171);Cytosol (GO:0005829);End piece ();Flagellar centriole ();Mid piece ();Mitotic spindle (GO:0072686);Principal piece ()
DENND2C,ENSG00000175984,DENN domain containing 2C,Q68D51,,DENND2C,163259.0,Nucleoplasm,,,Nucleoplasm (GO:0005654)
PLEKHD1,ENSG00000175985,Pleckstrin homology and coiled-coil domain containing D1,A6NEE1,,PLEKHD1,400224.0,,,,
